Type,Air Temperature,Process Temperature,Rotational Speed,Torque,Tool Wear,Target,Failure Type,Temperature Difference,Power
M,302.3,310.8,1611,31.8,169,1,No Failure,8.5,5364.772104699
L,302.4,310.9,1560,31.8,172,1,No Failure,8.5,5194.93760604
H,302.4,310.9,1444,40.7,174,1,No Failure,8.5,6154.463777154
L,302.4,311.0,1317,59.4,179,1,No Failure,8.600000000000023,8192.205489699
M,302.5,311.0,1463,43.1,181,1,No Failure,8.5,6603.1355674515
L,302.4,311.1,1634,34.2,184,1,No Failure,8.700000000000045,5852.033124714
L,302.4,311.0,1423,46.2,186,1,No Failure,8.600000000000023,6884.548965063001
L,302.5,311.0,1548,38.4,188,1,No Failure,8.5,6224.877340415999
M,302.5,311.0,1563,35.6,190,1,No Failure,8.5,5826.900383514
L,302.4,311.0,1573,36.5,193,1,No Failure,8.600000000000023,6012.4323734475
M,302.4,311.1,1432,44.5,195,1,No Failure,8.700000000000045,6673.16166762
M,302.5,311.1,1638,32.0,198,1,No Failure,8.600000000000023,5488.99067808
L,302.5,311.1,1571,34.2,201,1,No Failure,8.600000000000023,5626.403940591001
L,302.4,311.0,2211,15.4,203,1,No Failure,8.600000000000023,3565.644825897
L,302.4,311.0,1555,40.6,205,1,No Failure,8.600000000000023,6611.272292415
M,302.3,310.9,1558,31.9,207,1,No Failure,8.599999999999966,5204.592767450999
M,302.3,310.9,1523,43.2,210,1,No Failure,8.599999999999966,6889.889672568001
L,302.3,310.8,1723,26.3,213,1,No Failure,8.5,4745.3652258495
M,302.3,310.8,1721,28.4,215,1,No Failure,8.5,5118.324633281999
M,302.3,310.9,1710,30.4,218,0,Tool Wear Failure,8.599999999999966,5443.75174392
M,302.3,310.9,1627,32.3,0,1,No Failure,8.599999999999966,5503.2430367355
M,302.2,310.8,1422,47.0,3,1,No Failure,8.600000000000023,6998.8401056699995
L,302.1,310.8,1565,35.3,6,1,No Failure,8.699999999999989,5785.190505097499
L,302.1,310.7,1314,52.8,8,0,Heat Dissipation Failure,8.599999999999966,7265.372826096
M,302.0,310.6,1392,60.5,10,1,No Failure,8.600000000000023,8819.07888708
L,302.1,310.7,1465,40.7,13,1,No Failure,8.599999999999966,6243.967751752501
L,301.9,310.6,1573,36.6,15,1,No Failure,8.700000000000045,6028.904790909
M,302.0,310.7,2157,17.8,17,1,No Failure,8.699999999999989,4020.6731053229996
L,301.9,310.7,1370,50.3,20,1,No Failure,8.800000000000011,7216.343036804999
L,301.9,310.6,1462,38.8,22,1,No Failure,8.700000000000045,5940.290934228
M,302.0,310.6,1479,40.5,24,1,No Failure,8.600000000000023,6272.6609646225
L,301.9,310.7,1717,26.8,27,1,No Failure,8.800000000000011,4818.742358177999
M,301.9,310.6,1260,65.9,29,1,No Failure,8.700000000000045,8695.30013667
L,301.9,310.6,1467,39.3,32,1,No Failure,8.700000000000045,6037.4185069905
M,302.0,310.6,1535,38.6,34,1,No Failure,8.600000000000023,6204.750203505
L,302.0,310.7,1657,31.9,37,1,No Failure,8.699999999999989,5535.3082257165
L,302.0,310.7,1698,28.1,39,1,No Failure,8.699999999999989,4996.577446119
L,302.1,310.7,1359,49.3,41,0,Heat Dissipation Failure,8.599999999999966,7016.087449318499
L,302.1,310.8,1596,37.1,43,1,No Failure,8.699999999999989,6200.624245158
L,302.2,310.8,1383,46.9,45,1,No Failure,8.600000000000023,6792.406052638499
L,302.2,310.8,2203,16.6,47,1,No Failure,8.600000000000023,3829.5804963990004
M,302.2,310.8,1408,46.8,49,1,No Failure,8.600000000000023,6900.445423871999
L,302.2,310.8,1673,32.9,52,1,No Failure,8.600000000000023,5763.9533387835
L,302.2,310.8,1340,47.8,54,1,No Failure,8.600000000000023,6707.509747259999
L,302.2,310.9,1452,42.3,56,1,No Failure,8.699999999999989,6431.845464198
M,302.2,310.9,1302,53.4,58,1,No Failure,8.699999999999989,7280.829461934
H,302.2,310.9,1522,35.9,61,1,No Failure,8.699999999999989,5721.866469248999
L,302.2,310.8,1438,41.4,66,1,No Failure,8.600000000000023,6234.302118365999
L,302.2,310.9,1604,40.5,68,1,No Failure,8.699999999999989,6802.80472431
L,302.2,311.0,1832,23.2,70,1,No Failure,8.800000000000011,4450.840914912
M,302.3,311.0,1521,34.8,72,1,No Failure,8.699999999999989,5542.900407953999
L,302.3,311.0,1446,37.6,75,1,No Failure,8.699999999999989,5693.571191448
L,302.4,311.1,1905,20.9,77,1,No Failure,8.700000000000045,4169.3646854475
L,302.4,311.0,1475,47.9,79,1,No Failure,8.600000000000023,7398.7124901375
L,302.4,311.0,1462,48.5,81,1,No Failure,8.600000000000023,7425.363667785
M,302.4,310.9,1435,42.3,83,1,No Failure,8.5,6356.541488377499
L,302.4,310.9,1469,39.6,86,1,No Failure,8.5,6091.799475762
M,302.6,311.1,1520,43.0,88,1,No Failure,8.5,6844.4831868
L,302.6,311.0,1537,35.5,91,1,No Failure,8.399999999999977,5713.8763519425
L,302.6,311.0,1369,60.0,93,0,Heat Dissipation Failure,8.399999999999977,8601.6806757
L,302.6,311.0,1506,37.2,95,1,No Failure,8.399999999999977,5866.7357783160005
L,302.5,310.9,1330,56.9,97,0,Heat Dissipation Failure,8.399999999999977,7924.876899135
L,302.6,311.0,1660,38.0,99,1,No Failure,8.399999999999977,6605.7221454
H,302.5,310.9,1356,55.5,101,0,Heat Dissipation Failure,8.399999999999977,7880.99932179
H,302.6,311.0,1438,51.0,106,1,No Failure,8.399999999999977,7679.93739219
M,302.6,311.0,1329,48.6,111,0,Heat Dissipation Failure,8.399999999999977,6763.786143597
L,302.6,311.0,1284,68.0,114,0,Power Failure,8.399999999999977,9143.291248559999
M,302.5,311.0,1387,52.1,116,1,No Failure,8.5,7567.332239638499
M,302.6,311.0,1591,33.9,119,1,No Failure,8.399999999999977,5648.0495139495
M,302.6,311.0,1589,39.0,122,1,No Failure,8.399999999999977,6489.587937105
M,302.7,311.1,1297,60.7,125,0,Heat Dissipation Failure,8.400000000000034,8244.366399664501
L,302.7,311.2,1545,35.1,128,1,No Failure,8.5,5678.899953772499
H,302.7,311.1,1418,43.4,130,1,No Failure,8.400000000000034,6444.579386406
L,302.7,311.1,1730,28.1,135,1,No Failure,8.400000000000034,5090.741449815
L,302.6,311.0,2001,20.7,137,1,No Failure,8.399999999999977,4337.5655559285
L,302.6,311.0,1620,36.2,139,1,No Failure,8.399999999999977,6141.185312220001
M,302.6,311.0,1542,39.7,141,1,No Failure,8.399999999999977,6410.671129737
L,302.6,311.0,1424,38.0,144,1,No Failure,8.399999999999977,5666.59538256
L,302.7,311.1,1440,39.5,146,1,No Failure,8.400000000000034,5956.4596644
L,302.6,311.0,1520,42.8,148,1,No Failure,8.399999999999977,6812.648381279999
L,302.7,311.0,1694,29.8,150,1,No Failure,8.300000000000011,5286.378896106
L,302.6,311.0,1610,39.2,152,1,No Failure,8.399999999999977,6609.073177560001
L,302.6,310.9,1331,52.0,154,0,Heat Dissipation Failure,8.299999999999955,7247.86368306
L,302.6,310.8,1470,41.2,156,1,No Failure,8.199999999999989,6342.24724182
L,302.5,310.8,1577,36.9,158,1,No Failure,8.300000000000011,6093.778679131499
L,302.6,310.8,1486,36.4,160,1,No Failure,8.199999999999989,5664.333435852
L,302.4,310.6,1445,40.3,162,1,No Failure,8.200000000000045,6098.197852792499
M,302.4,310.5,1500,36.7,164,1,No Failure,8.100000000000023,5764.822512750001
M,302.2,310.4,1456,47.5,167,1,No Failure,8.199999999999989,7242.4182558
L,302.2,310.4,1743,28.1,170,1,No Failure,8.199999999999989,5128.9955763165
L,302.0,310.1,1409,50.4,172,1,No Failure,8.100000000000023,7436.526793667999
L,302.0,310.1,1361,45.4,174,0,Heat Dissipation Failure,8.100000000000023,6470.570829597
L,302.1,310.1,1753,28.9,176,1,No Failure,8.0,5305.280811883499
L,302.0,310.0,1832,22.9,178,1,No Failure,8.0,4393.286937563999
L,301.9,309.9,1374,48.5,180,0,Heat Dissipation Failure,8.0,6978.4197534449995
M,301.8,309.9,1334,61.0,182,0,Heat Dissipation Failure,8.099999999999966,8521.46534337
L,301.8,310.0,1493,40.3,185,1,No Failure,8.199999999999989,6300.767746864499
L,301.7,309.9,1317,49.0,187,0,Heat Dissipation Failure,8.199999999999989,6757.879949415
M,301.7,309.9,1434,47.9,189,1,No Failure,8.199999999999989,7193.053363292999
M,301.7,309.9,1457,39.2,192,1,No Failure,8.199999999999989,5981.005974972
M,301.7,310.0,1391,50.6,195,1,No Failure,8.300000000000011,7370.658067773001
M,301.8,310.0,1781,23.9,198,1,No Failure,8.199999999999989,4457.490619354499
L,301.8,310.0,1642,32.6,201,1,No Failure,8.199999999999989,5605.564709346
L,301.8,310.0,2032,19.0,203,1,No Failure,8.199999999999989,4043.02030104
M,301.8,310.1,2372,13.9,205,0,Power Failure,8.300000000000011,3452.694098154
L,301.8,310.0,1393,44.9,208,1,No Failure,8.199999999999989,6549.770380303499
M,301.7,310.1,1743,27.3,210,1,No Failure,8.400000000000034,4982.9743499445
L,301.8,310.2,1457,40.4,213,1,No Failure,8.399999999999977,6164.097994614
L,301.8,310.2,2825,5.8,215,0,Power Failure,8.399999999999977,1715.8331856749999
M,301.8,310.2,1609,34.2,217,1,No Failure,8.399999999999977,5762.497734189
M,301.8,310.2,1437,42.3,0,1,No Failure,8.399999999999977,6365.400779650499
L,301.7,310.1,1402,50.1,3,1,No Failure,8.400000000000034,7355.536535151
M,301.7,310.1,1644,34.6,5,1,No Failure,8.400000000000034,5956.710991812
L,301.7,310.2,1471,51.1,8,1,No Failure,8.5,7871.585015815501
L,301.7,310.1,2695,12.6,10,1,No Failure,8.400000000000034,3555.968720535
L,301.7,310.2,1435,48.1,12,1,No Failure,8.5,7228.1240092425
L,301.6,310.1,1694,26.3,14,1,No Failure,8.5,4665.495468711
L,301.6,310.1,1687,26.6,16,1,No Failure,8.5,4699.215229821
L,301.6,310.0,1869,22.9,18,1,No Failure,8.399999999999977,4482.0159859754995
L,301.4,309.9,1259,63.9,20,0,Heat Dissipation Failure,8.5,8424.7147617255
H,301.4,309.9,1460,47.2,22,1,No Failure,8.5,7216.44775656
M,301.3,309.9,1501,39.5,27,1,No Failure,8.599999999999966,6208.7819140725
L,301.4,310.0,1776,25.6,30,1,No Failure,8.600000000000023,4761.146492928001
M,301.5,310.1,1468,40.8,32,1,No Failure,8.600000000000023,6272.1268938719995
L,301.5,310.1,1430,46.5,35,1,No Failure,8.600000000000023,6963.3401087249995
L,301.4,310.1,1502,46.6,37,1,No Failure,8.700000000000045,7329.670755665999
H,301.4,310.1,1623,32.3,39,1,No Failure,8.700000000000045,5489.713244389499
M,301.4,310.0,1651,29.8,44,1,No Failure,8.600000000000023,5152.191002049
L,301.5,310.1,1639,33.4,47,1,No Failure,8.600000000000023,5732.631660063
M,301.5,310.0,1417,44.6,49,1,No Failure,8.5,6618.100020441
L,301.5,310.1,1541,42.2,52,1,No Failure,8.600000000000023,6809.946611601
M,301.6,310.2,1411,45.1,54,1,No Failure,8.599999999999966,6663.956801155499
L,301.7,310.3,1397,44.6,57,1,No Failure,8.600000000000023,6524.689998981
L,301.7,310.2,1686,28.9,59,1,No Failure,8.5,5102.511950276999
M,301.7,310.1,1431,44.0,61,1,No Failure,8.400000000000034,6593.57465382
L,301.8,310.3,1341,50.5,64,0,Heat Dissipation Failure,8.5,7091.6741684775
L,301.7,310.2,1486,43.0,66,1,No Failure,8.5,6691.38290499
L,301.6,310.2,1384,57.1,68,1,No Failure,8.599999999999966,8275.625246532001
L,301.6,310.1,1362,55.8,70,0,Heat Dissipation Failure,8.5,7958.659492097999
H,301.7,310.1,1660,29.3,72,1,No Failure,8.400000000000034,5093.35944369
L,301.6,310.1,1326,48.2,77,0,Heat Dissipation Failure,8.5,6692.974645266
L,301.6,310.0,1566,30.3,79,1,No Failure,8.399999999999977,4968.931430799
L,301.5,309.8,1549,38.5,81,1,No Failure,8.300000000000011,6245.1196690575
M,301.6,309.9,1746,31.1,83,1,No Failure,8.299999999999955,5686.345528353
M,301.7,309.9,1452,41.5,86,1,No Failure,8.199999999999989,6310.20299679
L,301.6,309.8,1588,33.9,89,1,No Failure,8.199999999999989,5637.399514866
L,301.6,309.8,1472,42.5,91,1,No Failure,8.199999999999989,6551.2678728
L,301.7,309.9,1607,37.7,93,1,No Failure,8.199999999999989,6344.3311649445
H,301.6,309.9,1423,53.6,95,1,No Failure,8.299999999999955,7987.268929164
L,301.6,309.9,1440,43.4,100,1,No Failure,8.299999999999955,6544.56580848
L,301.6,309.9,1397,43.7,102,1,No Failure,8.299999999999955,6393.0258510195
L,301.7,309.9,1524,46.6,104,1,No Failure,8.199999999999989,7437.0294484920005
M,301.7,309.9,1533,40.9,106,1,No Failure,8.199999999999989,6565.8972225735
L,301.7,309.8,1398,46.0,109,1,No Failure,8.100000000000023,6734.3180045399995
M,301.7,309.8,1284,68.2,111,0,Power Failure,8.100000000000023,9170.183281644
L,301.7,309.8,1491,39.3,114,1,No Failure,8.100000000000023,6136.190179906499
H,301.8,309.9,1418,51.3,116,1,No Failure,8.099999999999966,7617.671025866999
M,301.8,309.8,1546,39.8,121,1,No Failure,8.0,6443.490300953999
L,301.8,309.7,1598,30.4,124,1,No Failure,7.899999999999977,5087.201922095999
H,301.9,309.8,1724,27.5,126,1,No Failure,7.900000000000034,4964.76358455
L,301.9,309.8,1507,44.7,131,1,No Failure,7.900000000000034,7054.226384089501
L,301.9,309.7,1595,31.4,133,1,No Failure,7.800000000000011,5244.679489665
M,301.9,309.7,1568,37.5,135,1,No Failure,7.800000000000011,6157.521594
L,301.8,309.6,1432,43.7,138,1,No Failure,7.800000000000011,6553.194716292
L,301.9,309.7,1424,42.8,140,1,No Failure,7.800000000000011,6382.375851936
M,302.0,309.7,1386,62.7,142,0,Power Failure,7.699999999999989,9100.377092961
L,302.0,309.8,1456,58.1,145,1,No Failure,7.800000000000011,8858.621066568001
H,302.0,309.8,1280,57.3,147,0,Heat Dissipation Failure,7.800000000000011,7680.5657107199995
L,302.0,309.8,1649,31.0,152,1,No Failure,7.800000000000011,5353.169155845
L,302.0,309.9,1407,52.8,154,1,No Failure,7.899999999999977,7779.588711047999
H,302.0,309.9,1606,34.5,156,1,No Failure,7.899999999999977,5802.207465285
M,302.1,310.0,1531,38.0,161,1,No Failure,7.899999999999977,6092.38590639
L,302.1,310.1,1543,35.8,164,1,No Failure,8.0,5784.656434346999
M,302.1,310.1,1379,48.2,166,0,Heat Dissipation Failure,8.0,6960.491731389
L,302.1,310.1,1447,46.6,169,1,No Failure,8.0,7061.2740236009995
H,302.1,310.1,1844,24.6,171,1,No Failure,8.0,4750.339414212
H,302.1,310.1,1615,29.9,176,1,No Failure,8.0,5056.7598893175
L,302.0,310.0,1449,48.8,181,1,No Failure,8.0,7404.859539755999
L,302.0,309.9,1388,51.4,183,1,No Failure,7.899999999999977,7471.042424916
H,302.0,309.9,1447,42.8,185,1,No Failure,7.899999999999977,6485.4619787579995
L,302.0,310.0,1664,28.6,190,1,No Failure,8.0,4983.655028352
H,302.0,309.9,1735,27.2,192,1,No Failure,7.899999999999977,4941.93467796
L,302.0,309.9,1308,57.6,197,0,Heat Dissipation Failure,7.899999999999977,7889.670117504
L,302.0,309.8,1480,40.0,199,1,No Failure,7.800000000000011,6199.409496
M,301.9,309.6,1439,41.7,201,1,No Failure,7.7000000000000455,6283.8450344565
M,301.9,309.7,1533,35.9,204,1,No Failure,7.800000000000011,5763.2203004984995
L,302.0,309.7,1551,34.8,207,1,No Failure,7.699999999999989,5652.227832174
L,302.0,309.7,1414,36.3,209,1,No Failure,7.699999999999989,5375.076528590999
M,301.9,309.6,1551,34.6,211,1,No Failure,7.7000000000000455,5619.743764173
M,301.8,309.6,1436,49.0,214,1,No Failure,7.800000000000011,7368.50084082
M,301.9,309.6,1385,45.8,217,1,No Failure,7.7000000000000455,6642.688218914999
M,301.8,309.5,1732,30.1,220,1,No Failure,7.699999999999989,5459.375931366
L,301.9,309.6,1410,49.0,223,1,No Failure,7.7000000000000455,7235.08787295
L,301.9,309.6,1446,43.2,225,1,No Failure,7.7000000000000455,6541.549879536
L,301.8,309.5,1525,39.6,227,1,No Failure,7.699999999999989,6324.02600445
L,301.7,309.5,1298,65.5,229,0,Heat Dissipation Failure,7.800000000000011,8903.168850345
L,301.8,309.6,1443,42.7,231,1,No Failure,7.800000000000011,6452.4228960555
L,301.8,309.7,1442,45.3,233,0,Tool Wear Failure,7.899999999999977,6840.566667962999
L,301.9,309.7,1719,31.9,0,1,No Failure,7.800000000000011,5742.4229571555
L,302.0,309.8,1532,39.4,2,1,No Failure,7.800000000000011,6320.9681876039995
L,302.0,309.8,1701,27.2,4,1,No Failure,7.800000000000011,4845.089848535999
M,302.1,310.0,1355,45.1,6,0,Heat Dissipation Failure,7.899999999999977,6399.4765879275
M,302.2,310.1,1421,45.4,9,1,No Failure,7.900000000000034,6755.827442217
M,302.2,310.1,1368,51.6,12,0,Heat Dissipation Failure,7.900000000000034,7392.0418417440005
L,302.2,310.1,1458,45.1,15,1,No Failure,7.900000000000034,6885.931265829
M,302.2,310.1,1572,34.6,17,1,No Failure,7.900000000000034,5695.833138156
L,302.2,310.0,1483,48.7,20,1,No Failure,7.800000000000011,7563.0806175855005
L,302.3,310.1,1513,40.4,22,1,No Failure,7.800000000000011,6401.015968326
H,302.3,310.1,1383,42.9,24,1,No Failure,7.800000000000011,6213.0963679785
L,302.4,310.2,1539,37.7,29,1,No Failure,7.800000000000011,6075.8716010265
M,302.3,310.1,1563,37.8,31,1,No Failure,7.800000000000011,6186.989733056999
L,302.3,310.1,1653,29.7,34,1,No Failure,7.800000000000011,5141.1221239455
L,302.3,310.1,1353,50.9,36,0,Heat Dissipation Failure,7.800000000000011,7211.8086714135
H,302.2,310.0,1468,43.6,38,1,No Failure,7.800000000000011,6702.566974824
H,302.3,310.2,1506,33.8,43,1,No Failure,7.899999999999977,5330.528744814
L,302.3,310.1,1388,49.9,48,1,No Failure,7.800000000000011,7253.0158950059995
M,302.4,310.2,1485,45.9,50,1,No Failure,7.800000000000011,7137.8555804325
L,302.4,310.2,1331,45.5,53,0,Heat Dissipation Failure,7.800000000000011,6341.8807226775
L,302.5,310.3,1326,58.5,55,0,Heat Dissipation Failure,7.800000000000011,8123.2161151049995
L,302.3,310.2,1394,55.4,57,1,No Failure,7.899999999999977,8087.255351237999
L,302.4,310.1,2009,18.9,59,1,No Failure,7.7000000000000455,3976.2195693255
M,302.4,310.1,1358,54.6,61,0,Heat Dissipation Failure,7.7000000000000455,7764.634730034
L,302.5,310.2,1586,32.2,64,1,No Failure,7.699999999999989,5347.954112046001
L,302.5,310.3,1688,31.6,66,1,No Failure,7.800000000000011,5585.835507504
L,302.6,310.5,1450,43.2,68,1,No Failure,7.899999999999977,6559.645453200001
M,302.7,310.5,1398,47.3,70,1,No Failure,7.800000000000011,6924.635687276999
L,302.7,310.5,1520,39.3,73,1,No Failure,7.800000000000011,6255.539284679999
L,302.6,310.4,1514,42.7,75,1,No Failure,7.7999999999999545,6769.901777289
M,302.6,310.4,1532,36.1,77,1,No Failure,7.7999999999999545,5791.546994226001
L,302.6,310.4,1365,66.8,80,0,Power Failure,7.7999999999999545,9548.55670041
L,302.6,310.3,1642,33.2,82,1,No Failure,7.699999999999989,5708.734611972
M,302.6,310.2,2676,10.8,84,0,Power Failure,7.599999999999966,3026.484695304
H,302.6,310.2,1873,21.3,87,1,No Failure,7.599999999999966,4177.7841537495
L,302.6,310.2,1325,62.4,92,0,Heat Dissipation Failure,7.599999999999966,8658.2293434
M,302.6,310.2,2157,17.2,94,1,No Failure,7.599999999999966,3885.144798402
M,302.6,310.2,1563,39.0,97,1,No Failure,7.599999999999966,6383.4021055349995
M,302.6,310.2,1631,31.0,100,1,No Failure,7.599999999999966,5294.735532555
L,302.5,310.2,1547,36.9,103,1,No Failure,7.699999999999989,5977.853910346499
L,302.6,310.3,1479,40.4,105,1,No Failure,7.699999999999989,6257.172912858
M,302.4,310.1,1379,48.9,107,0,Heat Dissipation Failure,7.7000000000000455,7061.577710890499
L,302.4,310.1,1906,21.2,110,1,No Failure,7.7000000000000455,4231.432084235999
M,302.3,310.1,1731,33.4,112,1,No Failure,7.800000000000011,6054.414523226999
H,302.3,310.1,1688,30.4,115,1,No Failure,7.800000000000011,5373.715171776
H,302.3,310.2,1443,54.6,120,1,No Failure,7.899999999999977,8250.639112989
L,302.4,310.2,1445,46.4,125,1,No Failure,7.800000000000011,7021.25013324
H,302.4,310.2,1435,44.9,127,1,No Failure,7.800000000000011,6747.2508942825
L,302.4,310.1,1556,32.9,132,1,No Failure,7.7000000000000455,5360.855585861999
L,302.3,310.1,1321,52.7,134,0,Heat Dissipation Failure,7.800000000000011,7290.2437679085
M,302.4,310.1,1577,35.8,136,1,No Failure,7.7000000000000455,5912.121320133
L,302.4,310.2,1578,31.2,139,1,No Failure,7.800000000000011,5155.7305297679995
L,302.4,310.1,1418,52.3,141,1,No Failure,7.7000000000000455,7766.163638456999
M,302.4,310.2,1392,55.8,143,1,No Failure,7.800000000000011,8133.960361967999
L,302.5,310.3,1446,44.0,146,1,No Failure,7.800000000000011,6662.68969212
L,302.5,310.2,1329,50.6,148,0,Heat Dissipation Failure,7.699999999999989,7042.131252387001
L,302.5,310.2,1563,34.8,150,1,No Failure,7.699999999999989,5695.958801861999
L,302.5,310.3,1405,57.4,152,1,No Failure,7.800000000000011,8445.334081485
L,302.4,310.2,2224,16.0,154,1,No Failure,7.800000000000011,3726.34776192
L,302.5,310.2,1716,29.9,156,1,No Failure,7.699999999999989,5373.003077441999
L,302.5,310.3,1584,35.5,158,1,No Failure,7.800000000000011,5888.60126316
M,302.5,310.3,1488,41.8,160,1,No Failure,7.800000000000011,6513.401209391999
L,302.4,310.3,1374,51.2,163,0,Heat Dissipation Failure,7.900000000000034,7366.9091005440005
M,302.4,310.3,1378,54.3,165,0,Heat Dissipation Failure,7.900000000000034,7835.697555776999
L,302.5,310.3,1551,37.3,168,1,No Failure,7.800000000000011,6058.278682186499
L,302.5,310.3,1549,40.9,170,1,No Failure,7.800000000000011,6634.4258302455
M,302.5,310.3,1447,39.2,172,1,No Failure,7.800000000000011,5939.955831012
L,302.4,310.2,1400,53.7,175,1,No Failure,7.800000000000011,7872.8311809
L,302.4,310.1,1401,48.8,177,1,No Failure,7.7000000000000455,7159.563985644
H,302.4,310.1,1597,28.9,179,1,No Failure,7.7000000000000455,4833.1622684415
L,302.3,310.1,1487,46.0,184,1,No Failure,7.800000000000011,7163.04068151
M,302.5,310.3,1710,27.3,186,1,No Failure,7.800000000000011,4888.632322665
L,302.6,310.4,1478,47.7,189,1,No Failure,7.7999999999999545,7382.805559353001
L,302.6,310.4,1743,26.3,191,1,No Failure,7.7999999999999545,4800.4478169795
L,302.6,310.5,1596,32.8,193,1,No Failure,7.899999999999977,5481.953510543999
L,302.7,310.5,1642,30.8,195,1,No Failure,7.800000000000011,5296.055001467999
L,302.7,310.5,1263,67.8,197,0,Heat Dissipation Failure,7.800000000000011,8967.299228307
L,302.8,310.6,2016,19.9,199,1,No Failure,7.800000000000011,4201.189018992
L,302.8,310.6,1671,30.5,201,1,No Failure,7.800000000000011,5337.0946734525
